climate,obstacle,orientation,heat_SP,cool_SP,load,cv,qcd
1,2,45,19,26,primary [kWh/m2],0.0510182,0.0438954
1,2,45,21,24,heat_load [kWh/m2],0,0
1,2,45,21,24,cool_load [kWh/m2],0.0642881,0.0570259
1,2,45,21,24,light_load [kWh/m2],0.0437029,0.0177921
1,2,45,21,24,primary [kWh/m2],0.0419247,0.0361157
1,2,45,21,26,heat_load [kWh/m2],0,0
1,2,45,21,26,cool_load [kWh/m2],0.0838927,0.0744281
1,2,45,21,26,light_load [kWh/m2],0.0437029,0.0177921
1,2,45,21,26,primary [kWh/m2],0.0510182,0.0438954
1,3,-45,19,24,heat_load [kWh/m2],0,0
1,3,-45,19,24,cool_load [kWh/m2],0.0831462,0.0740725
1,3,-45,19,24,light_load [kWh/m2],0.0197637,0.00777528
1,3,-45,19,24,primary [kWh/m2],0.0653167,0.0590866
1,3,-45,19,26,heat_load [kWh/m2],0,0
1,3,-45,19,26,cool_load [kWh/m2],0.101443,0.0903751
1,3,-45,19,26,light_load [kWh/m2],0.0197637,0.00777528
1,3,-45,19,26,primary [kWh/m2],0.0768177,0.0694325
1,3,-45,21,24,heat_load [kWh/m2],0,0
1,3,-45,21,24,cool_load [kWh/m2],0.0831462,0.0740725
1,3,-45,21,24,light_load [kWh/m2],0.0197637,0.00777528
1,3,-45,21,24,primary [kWh/m2],0.0653167,0.0590866
1,3,-45,21,26,heat_load [kWh/m2],0,0
1,3,-45,21,26,cool_load [kWh/m2],0.101443,0.0903751
1,3,-45,21,26,light_load [kWh/m2],0.0197637,0.00777528
1,3,-45,21,26,primary [kWh/m2],0.0768177,0.0694325
1,3,0,19,24,heat_load [kWh/m2],0,0
1,3,0,19,24,cool_load [kWh/m2],0.0873364,0.078889
1,3,0,19,24,light_load [kWh/m2],0.0261265,0.00921958
1,3,0,19,24,primary [kWh/m2],0.0649309,0.0593909
1,3,0,19,26,heat_load [kWh/m2],0,0
1,3,0,19,26,cool_load [kWh/m2],0.111469,0.101054
1,3,0,19,26,light_load [kWh/m2],0.0261265,0.00921958
1,3,0,19,26,primary [kWh/m2],0.078433,0.0719035
1,3,0,21,24,heat_load [kWh/m2],0,0
1,3,0,21,24,cool_load [kWh/m2],0.0873364,0.078889
1,3,0,21,24,light_load [kWh/m2],0.0261265,0.00921958
1,3,0,21,24,primary [kWh/m2],0.0649309,0.0593909
1,3,0,21,26,heat_load [kWh/m2],0,0
1,3,0,21,26,cool_load [kWh/m2],0.111469,0.101054
1,3,0,21,26,light_load [kWh/m2],0.0261265,0.00921958
1,3,0,21,26,primary [kWh/m2],0.078433,0.0719035
1,3,45,19,24,heat_load [kWh/m2],0,0
1,3,45,19,24,cool_load [kWh/m2],0.0763357,0.0688069
1,3,45,19,24,light_load [kWh/m2],0.0253164,0.00788056
1,3,45,19,24,primary [kWh/m2],0.0561864,0.0510142
1,3,45,19,26,heat_load [kWh/m2],0,0
1,3,45,19,26,cool_load [kWh/m2],0.0976161,0.0879012
1,3,45,19,26,light_load [kWh/m2],0.0253164,0.00788056
1,3,45,19,26,primary [kWh/m2],0.0675324,0.0612768
1,3,45,21,24,heat_load [kWh/m2],0,0
1,3,45,21,24,cool_load [kWh/m2],0.0763357,0.0688069
1,3,45,21,24,light_load [kWh/m2],0.0253164,0.00788056
1,3,45,21,24,primary [kWh/m2],0.0561864,0.0510142
1,3,45,21,26,heat_load [kWh/m2],0,0
1,3,45,21,26,cool_load [kWh/m2],0.0976161,0.0879012
1,3,45,21,26,light_load [kWh/m2],0.0253164,0.00788056
1,3,45,21,26,primary [kWh/m2],0.0675324,0.0612768
1,4,-45,19,24,heat_load [kWh/m2],0,0
1,4,-45,19,24,cool_load [kWh/m2],0.0836632,0.0745847
1,4,-45,19,24,light_load [kWh/m2],0.0206464,0.00815865
1,4,-45,19,24,primary [kWh/m2],0.0654432,0.0592372
1,4,-45,19,26,heat_load [kWh/m2],0,0
1,4,-45,19,26,cool_load [kWh/m2],0.102116,0.0911893
1,4,-45,19,26,light_load [kWh/m2],0.0206464,0.00815865
1,4,-45,19,26,primary [kWh/m2],0.0769456,0.0696594
1,4,-45,21,24,heat_load [kWh/m2],0,0
1,4,-45,21,24,cool_load [kWh/m2],0.0836632,0.0745847
1,4,-45,21,24,light_load [kWh/m2],0.0206464,0.00815865
1,4,-45,21,24,primary [kWh/m2],0.0654432,0.0592372
1,4,-45,21,26,heat_load [kWh/m2],0,0
1,4,-45,21,26,cool_load [kWh/m2],0.102116,0.0911893
1,4,-45,21,26,light_load [kWh/m2],0.0206464,0.00815865
1,4,-45,21,26,primary [kWh/m2],0.0769456,0.0696594
1,4,0,19,24,heat_load [kWh/m2],0,0
1,4,0,19,24,cool_load [kWh/m2],0.0880005,0.0794821
1,4,0,19,24,light_load [kWh/m2],0.0266871,0.00952894
1,4,0,19,24,primary [kWh/m2],0.0651126,0.0595899
1,4,0,19,26,heat_load [kWh/m2],0,0
1,4,0,19,26,cool_load [kWh/m2],0.112665,0.101996
1,4,0,19,26,light_load [kWh/m2],0.0266871,0.00952894
1,4,0,19,26,primary [kWh/m2],0.0787933,0.0722397
1,4,0,21,24,heat_load [kWh/m2],0,0
1,4,0,21,24,cool_load [kWh/m2],0.0880005,0.0794821
1,4,0,21,24,light_load [kWh/m2],0.0266871,0.00952894
1,4,0,21,24,primary [kWh/m2],0.0651126,0.0595899
1,4,0,21,26,heat_load [kWh/m2],0,0
1,4,0,21,26,cool_load [kWh/m2],0.112665,0.101996
1,4,0,21,26,light_load [kWh/m2],0.0266871,0.00952894
1,4,0,21,26,primary [kWh/m2],0.0787933,0.0722397
1,4,45,19,24,heat_load [kWh/m2],0,0
1,4,45,19,24,cool_load [kWh/m2],0.0764872,0.0689001
1,4,45,19,24,light_load [kWh/m2],0.0253444,0.00789394
1,4,45,19,24,primary [kWh/m2],0.0562514,0.0510412
1,4,45,19,26,heat_load [kWh/m2],0,0
1,4,45,19,26,cool_load [kWh/m2],0.0979175,0.08811
1,4,45,19,26,light_load [kWh/m2],0.0253444,0.00789394
1,4,45,19,26,primary [kWh/m2],0.0676605,0.0613497
1,4,45,21,24,heat_load [kWh/m2],0,0
1,4,45,21,24,cool_load [kWh/m2],0.0764872,0.0689001
1,4,45,21,24,light_load [kWh/m2],0.0253444,0.00789394
1,4,45,21,24,primary [kWh/m2],0.0562514,0.0510412
1,4,45,21,26,heat_load [kWh/m2],0,0
1,4,45,21,26,cool_load [kWh/m2],0.0979175,0.08811
1,4,45,21,26,light_load [kWh/m2],0.0253444,0.00789394
1,4,45,21,26,primary [kWh/m2],0.0676605,0.0613497
2,0,-45,19,24,heat_load [kWh/m2],0.200628,0.16888
2,0,-45,19,24,cool_load [kWh/m2],0.123035,0.110218
2,0,-45,19,24,light_load [kWh/m2],0.0164385,0.00642458
2,0,-45,19,24,primary [kWh/m2],0.0764228,0.0695199
2,0,-45,19,26,heat_load [kWh/m2],0.258156,0.220047
2,0,-45,19,26,cool_load [kWh/m2],0.139079,0.125138
2,0,-45,19,26,light_load [kWh/m2],0.0164385,0.00642458
2,0,-45,19,26,primary [kWh/m2],0.0785493,0.0717144
2,0,-45,21,24,heat_load [kWh/m2],0.107424,0.088244
2,0,-45,21,24,cool_load [kWh/m2],0.124199,0.111417
2,0,-45,21,24,light_load [kWh/m2],0.0164385,0.00642458
2,0,-45,21,24,primary [kWh/m2],0.0670845,0.0614694
2,0,-45,21,26,heat_load [kWh/m2],0.174475,0.148309
2,0,-45,21,26,cool_load [kWh/m2],0.139962,0.126057
2,0,-45,21,26,light_load [kWh/m2],0.0164385,0.00642458
2,0,-45,21,26,primary [kWh/m2],0.0644674,0.0589432
2,0,0,19,24,heat_load [kWh/m2],0.284327,0.229759
2,0,0,19,24,cool_load [kWh/m2],0.143578,0.127753
2,0,0,19,24,light_load [kWh/m2],0.0164513,0.00510016
2,0,0,19,24,primary [kWh/m2],0.0858271,0.0771727
2,0,0,19,26,heat_load [kWh/m2],0.380694,0.323881
2,0,0,19,26,cool_load [kWh/m2],0.158353,0.139269
2,0,0,19,26,light_load [kWh/m2],0.0164513,0.00510016
2,0,0,19,26,primary [kWh/m2],0.0841092,0.0736715
2,0,0,21,24,heat_load [kWh/m2],0.163208,0.132787
2,0,0,21,24,cool_load [kWh/m2],0.144,0.128071
2,0,0,21,24,light_load [kWh/m2],0.0164513,0.00510016
2,0,0,21,24,primary [kWh/m2],0.0702896,0.0631725
2,0,0,21,26,heat_load [kWh/m2],0.267186,0.223133
2,0,0,21,26,cool_load [kWh/m2],0.159708,0.140828
2,0,0,21,26,light_load [kWh/m2],0.0164513,0.00510016
2,0,0,21,26,primary [kWh/m2],0.0646166,0.0527563
2,0,45,19,24,heat_load [kWh/m2],0.187765,0.166354
2,0,45,19,24,cool_load [kWh/m2],0.121004,0.109103
2,0,45,19,24,light_load [kWh/m2],0.0180784,0.00554363
2,0,45,19,24,primary [kWh/m2],0.0588799,0.053431
2,0,45,19,26,heat_load [kWh/m2],0.214941,0.190661
2,0,45,19,26,cool_load [kWh/m2],0.133376,0.119781
2,0,45,19,26,light_load [kWh/m2],0.0180784,0.00554363
2,0,45,19,26,primary [kWh/m2],0.0562956,0.0498429
2,0,45,21,24,heat_load [kWh/m2],0.119455,0.104368
2,0,45,21,24,cool_load [kWh/m2],0.122306,0.110423
2,0,45,21,24,light_load [kWh/m2],0.0180784,0.00554363
2,0,45,21,24,primary [kWh/m2],0.0454322,0.0408716
2,0,45,21,26,heat_load [kWh/m2],0.168252,0.148823
2,0,45,21,26,cool_load [kWh/m2],0.13445,0.120844
2,0,45,21,26,light_load [kWh/m2],0.0180784,0.00554363
2,0,45,21,26,primary [kWh/m2],0.0370423,0.0304076
2,1,-45,19,24,heat_load [kWh/m2],0.203362,0.173734
2,1,-45,19,24,cool_load [kWh/m2],0.123976,0.110981
2,1,-45,19,24,light_load [kWh/m2],0.0171775,0.00668475
2,1,-45,19,24,primary [kWh/m2],0.075861,0.0688122
2,1,-45,19,26,heat_load [kWh/m2],0.257407,0.221478
2,1,-45,19,26,cool_load [kWh/m2],0.140126,0.125894
2,1,-45,19,26,light_load [kWh/m2],0.0171775,0.00668475
2,1,-45,19,26,primary [kWh/m2],0.0777548,0.0709071
2,1,-45,21,24,heat_load [kWh/m2],0.110034,0.0902308
2,1,-45,21,24,cool_load [kWh/m2],0.125209,0.112357
2,1,-45,21,24,light_load [kWh/m2],0.0171775,0.00668475
2,1,-45,21,24,primary [kWh/m2],0.066273,0.0606302
2,1,-45,21,26,heat_load [kWh/m2],0.176034,0.149796
2,1,-45,21,26,cool_load [kWh/m2],0.141048,0.126662
2,1,-45,21,26,light_load [kWh/m2],0.0171775,0.00668475
2,1,-45,21,26,primary [kWh/m2],0.0632183,0.0577921
2,1,0,19,24,heat_load [kWh/m2],0.291397,0.238414
2,1,0,19,24,cool_load [kWh/m2],0.145294,0.129469
2,1,0,19,24,light_load [kWh/m2],0.018256,0.00544417
2,1,0,19,24,primary [kWh/m2],0.0845077,0.0758504
2,1,0,19,26,heat_load [kWh/m2],0.385036,0.328875
2,1,0,19,26,cool_load [kWh/m2],0.159646,0.140397
2,1,0,19,26,light_load [kWh/m2],0.018256,0.00544417
2,1,0,19,26,primary [kWh/m2],0.0816376,0.0705432
2,1,0,21,24,heat_load [kWh/m2],0.169337,0.138464
2,1,0,21,24,cool_load [kWh/m2],0.14598,0.130057
2,1,0,21,24,light_load [kWh/m2],0.018256,0.00544417
2,1,0,21,24,primary [kWh/m2],0.0683956,0.060651
2,1,0,21,26,heat_load [kWh/m2],0.273863,0.230102
2,1,0,21,26,cool_load [kWh/m2],0.161123,0.142165
2,1,0,21,26,light_load [kWh/m2],0.018256,0.00544417
2,1,0,21,26,primary [kWh/m2],0.0612582,0.0489471
2,1,45,19,24,heat_load [kWh/m2],0.191323,0.166619
2,1,45,19,24,cool_load [kWh/m2],0.122225,0.110737
2,1,45,19,24,light_load [kWh/m2],0.020411,0.00603705
2,1,45,19,24,primary [kWh/m2],0.0563983,0.0512039
2,1,45,19,26,heat_load [kWh/m2],0.216527,0.190447
2,1,45,19,26,cool_load [kWh/m2],0.134501,0.120972
2,1,45,19,26,light_load [kWh/m2],0.020411,0.00603705
2,1,45,19,26,primary [kWh/m2],0.053197,0.0450338
2,1,45,21,24,heat_load [kWh/m2],0.122154,0.105916
2,1,45,21,24,cool_load [kWh/m2],0.123672,0.111915
2,1,45,21,24,light_load [kWh/m2],0.020411,0.00603705
2,1,45,21,24,primary [kWh/m2],0.0428404,0.0372184
2,1,45,21,26,heat_load [kWh/m2],0.169477,0.149781
2,1,45,21,26,cool_load [kWh/m2],0.135645,0.122212
2,1,45,21,26,light_load [kWh/m2],0.020411,0.00603705
2,1,45,21,26,primary [kWh/m2],0.0337856,0.0267529
2,2,-45,19,24,heat_load [kWh/m2],0.115637,0.0971676
2,2,-45,19,24,cool_load [kWh/m2],0.110226,0.0982617
2,2,-45,19,24,light_load [kWh/m2],0.0192415,0.00719431
2,2,-45,19,24,primary [kWh/m2],0.0649039,0.0588528
2,2,-45,19,26,heat_load [kWh/m2],0.130882,0.109324
2,2,-45,19,26,cool_load [kWh/m2],0.12732,0.114042
2,2,-45,19,26,light_load [kWh/m2],0.0192415,0.00719431
2,2,-45,19,26,primary [kWh/m2],0.0686255,0.0624523
2,2,-45,21,24,heat_load [kWh/m2],0.0699379,0.0551909
2,2,-45,21,24,cool_load [kWh/m2],0.110868,0.0988705
2,2,-45,21,24,light_load [kWh/m2],0.0192415,0.00719431
2,2,-45,21,24,primary [kWh/m2],0.0563531,0.0513971
2,2,-45,21,26,heat_load [kWh/m2],0.0980121,0.0789914
2,2,-45,21,26,cool_load [kWh/m2],0.127724,0.114483
2,2,-45,21,26,light_load [kWh/m2],0.0192415,0.00719431
2,2,-45,21,26,primary [kWh/m2],0.0565315,0.051708
2,2,0,19,24,heat_load [kWh/m2],0.193318,0.166362
2,2,0,19,24,cool_load [kWh/m2],0.118869,0.102502
2,2,0,19,24,light_load [kWh/m2],0.0371211,0.0179559
2,2,0,19,24,primary [kWh/m2],0.0529767,0.0402633
2,2,0,19,26,heat_load [kWh/m2],0.214082,0.184505
2,2,0,19,26,cool_load [kWh/m2],0.130237,0.109429
2,2,0,19,26,light_load [kWh/m2],0.0371211,0.0179559
2,2,0,19,26,primary [kWh/m2],0.0497324,0.0333608
2,2,0,21,24,heat_load [kWh/m2],0.140452,0.122848
2,2,0,21,24,cool_load [kWh/m2],0.119916,0.103747
2,2,0,21,24,light_load [kWh/m2],0.0371211,0.0179559
2,2,0,21,24,primary [kWh/m2],0.0388569,0.0258536
2,2,0,21,26,heat_load [kWh/m2],0.178198,0.157836
2,2,0,21,26,cool_load [kWh/m2],0.130897,0.110189
2,2,0,21,26,light_load [kWh/m2],0.0371211,0.0179559
2,2,0,21,26,primary [kWh/m2],0.0342278,0.0246409
2,2,45,19,24,heat_load [kWh/m2],0.0716542,0.0644433
2,2,45,19,24,cool_load [kWh/m2],0.103708,0.092621
2,2,45,19,24,light_load [kWh/m2],0.0282969,0.0109452
2,2,45,19,24,primary [kWh/m2],0.0438536,0.0386873
2,2,45,19,26,heat_load [kWh/m2],0.0753016,0.0678305
2,2,45,19,26,cool_load [kWh/m2],0.11878,0.106287
2,2,45,19,26,light_load [kWh/m2],0.0282969,0.0109452
2,2,45,19,26,primary [kWh/m2],0.0442998,0.0382793
2,2,45,21,24,heat_load [kWh/m2],0.0507922,0.0448356
2,2,45,21,24,cool_load [kWh/m2],0.104134,0.0930272
2,2,45,21,24,light_load [kWh/m2],0.0282969,0.0109452
2,2,45,21,24,primary [kWh/m2],0.0344063,0.0302083
2,2,45,21,26,heat_load [kWh/m2],0.0598754,0.0532441
2,2,45,21,26,cool_load [kWh/m2],0.119105,0.10658
2,2,45,21,26,light_load [kWh/m2],0.0282969,0.0109452
2,2,45,21,26,primary [kWh/m2],0.032269,0.0262284
2,3,-45,19,24,heat_load [kWh/m2],0.20066,0.168894
2,3,-45,19,24,cool_load [kWh/m2],0.123044,0.110218
2,3,-45,19,24,light_load [kWh/m2],0.0164475,0.00642446
2,3,-45,19,24,primary [kWh/m2],0.0764179,0.0695121
2,3,-45,19,26,heat_load [kWh/m2],0.258181,0.220246
2,3,-45,19,26,cool_load [kWh/m2],0.139088,0.125139
2,3,-45,19,26,light_load [kWh/m2],0.0164475,0.00642446
2,3,-45,19,26,primary [kWh/m2],0.0785408,0.0717116
2,3,-45,21,24,heat_load [kWh/m2],0.10744,0.0883666
2,3,-45,21,24,cool_load [kWh/m2],0.124209,0.111421
2,3,-45,21,24,light_load [kWh/m2],0.0164475,0.00642446
2,3,-45,21,24,primary [kWh/m2],0.0670784,0.0614407
2,3,-45,21,26,heat_load [kWh/m2],0.174495,0.148197
2,3,-45,21,26,cool_load [kWh/m2],0.139972,0.126066
2,3,-45,21,26,light_load [kWh/m2],0.0164475,0.00642446
2,3,-45,21,26,primary [kWh/m2],0.0644545,0.0589424
2,3,0,19,24,heat_load [kWh/m2],0.285278,0.231065
2,3,0,19,24,cool_load [kWh/m2],0.143778,0.127987
2,3,0,19,24,light_load [kWh/m2],0.0166996,0.00514196
2,3,0,19,24,primary [kWh/m2],0.0855999,0.0768713
2,3,0,19,26,heat_load [kWh/m2],0.381373,0.324018
2,3,0,19,26,cool_load [kWh/m2],0.158462,0.139401
2,3,0,19,26,light_load [kWh/m2],0.0166996,0.00514196
2,3,0,19,26,primary [kWh/m2],0.0836973,0.0731806
2,3,0,21,24,heat_load [kWh/m2],0.163947,0.133522
2,3,0,21,24,cool_load [kWh/m2],0.144246,0.128274
2,3,0,21,24,light_load [kWh/m2],0.0166996,0.00514196
2,3,0,21,24,primary [kWh/m2],0.0699996,0.0628826
2,3,0,21,26,heat_load [kWh/m2],0.268235,0.224338
2,3,0,21,26,cool_load [kWh/m2],0.159838,0.140995
2,3,0,21,26,light_load [kWh/m2],0.0166996,0.00514196
2,3,0,21,26,primary [kWh/m2],0.0640659,0.0521237
2,3,45,19,24,heat_load [kWh/m2],0.189224,0.165773
2,3,45,19,24,cool_load [kWh/m2],0.121508,0.109703
2,3,45,19,24,light_load [kWh/m2],0.0191103,0.00577198
2,3,45,19,24,primary [kWh/m2],0.0578561,0.0526268
2,3,45,19,26,heat_load [kWh/m2],0.215438,0.191457
2,3,45,19,26,cool_load [kWh/m2],0.133817,0.120188
2,3,45,19,26,light_load [kWh/m2],0.0191103,0.00577198
2,3,45,19,26,primary [kWh/m2],0.0550172,0.0478314
2,3,45,21,24,heat_load [kWh/m2],0.120565,0.10426
2,3,45,21,24,cool_load [kWh/m2],0.122876,0.110963
2,3,45,21,24,light_load [kWh/m2],0.0191103,0.00577198
2,3,45,21,24,primary [kWh/m2],0.044362,0.0394923
2,3,45,21,26,heat_load [kWh/m2],0.168722,0.149467
2,3,45,21,26,cool_load [kWh/m2],0.134922,0.121244
2,3,45,21,26,light_load [kWh/m2],0.0191103,0.00577198
2,3,45,21,26,primary [kWh/m2],0.0356755,0.0288243
2,4,-45,19,24,heat_load [kWh/m2],0.202745,0.173153
2,4,-45,19,24,cool_load [kWh/m2],0.123538,0.110626
2,4,-45,19,24,light_load [kWh/m2],0.016995,0.00663092
2,4,-45,19,24,primary [kWh/m2],0.0757988,0.0686972
2,4,-45,19,26,heat_load [kWh/m2],0.256694,0.22102
2,4,-45,19,26,cool_load [kWh/m2],0.139586,0.125497
2,4,-45,19,26,light_load [kWh/m2],0.016995,0.00663092
2,4,-45,19,26,primary [kWh/m2],0.0777315,0.0708202
2,4,-45,21,24,heat_load [kWh/m2],0.109673,0.0896972
2,4,-45,21,24,cool_load [kWh/m2],0.124766,0.112042
2,4,-45,21,24,light_load [kWh/m2],0.016995,0.00663092
2,4,-45,21,24,primary [kWh/m2],0.0662831,0.0606565
2,4,-45,21,26,heat_load [kWh/m2],0.175696,0.149303
2,4,-45,21,26,cool_load [kWh/m2],0.140493,0.126212
2,4,-45,21,26,light_load [kWh/m2],0.016995,0.00663092
2,4,-45,21,26,primary [kWh/m2],0.0632772,0.0577809
2,4,0,19,24,heat_load [kWh/m2],0.287851,0.233172
2,4,0,19,24,cool_load [kWh/m2],0.144429,0.128498
2,4,0,19,24,light_load [kWh/m2],0.0170934,0.00521119
2,4,0,19,24,primary [kWh/m2],0.0849418,0.0763157
2,4,0,19,26,heat_load [kWh/m2],0.3826,0.324706
2,4,0,19,26,cool_load [kWh/m2],0.158847,0.139628
2,4,0,19,26,light_load [kWh/m2],0.0170934,0.00521119
2,4,0,19,26,primary [kWh/m2],0.0824507,0.0716251
2,4,0,21,24,heat_load [kWh/m2],0.166952,0.136105
2,4,0,21,24,cool_load [kWh/m2],0.145018,0.128932
2,4,0,21,24,light_load [kWh/m2],0.0170934,0.00521119
2,4,0,21,24,primary [kWh/m2],0.0690215,0.0616957
2,4,0,21,26,heat_load [kWh/m2],0.271352,0.227025
2,4,0,21,26,cool_load [kWh/m2],0.160286,0.141308
2,4,0,21,26,light_load [kWh/m2],0.0170934,0.00521119
2,4,0,21,26,primary [kWh/m2],0.0623742,0.0501936
2,4,45,19,24,heat_load [kWh/m2],0.189453,0.165732
2,4,45,19,24,cool_load [kWh/m2],0.121625,0.109849
2,4,45,19,24,light_load [kWh/m2],0.0191396,0.00578578
2,4,45,19,24,primary [kWh/m2],0.0576364,0.0524412
2,4,45,19,26,heat_load [kWh/m2],0.215483,0.191078
2,4,45,19,26,cool_load [kWh/m2],0.133913,0.120228
2,4,45,19,26,light_load [kWh/m2],0.0191396,0.00578578
2,4,45,19,26,primary [kWh/m2],0.0547343,0.0475054
2,4,45,21,24,heat_load [kWh/m2],0.120641,0.104234
2,4,45,21,24,cool_load [kWh/m2],0.12301,0.111134
2,4,45,21,24,light_load [kWh/m2],0.0191396,0.00578578
2,4,45,21,24,primary [kWh/m2],0.0441531,0.0391858
2,4,45,21,26,heat_load [kWh/m2],0.168796,0.149343
2,4,45,21,26,cool_load [kWh/m2],0.135028,0.121359
2,4,45,21,26,light_load [kWh/m2],0.0191396,0.00578578
2,4,45,21,26,primary [kWh/m2],0.0353588,0.0285121
3,0,-45,19,24,heat_load [kWh/m2],0.257367,0.203154
3,0,-45,19,24,cool_load [kWh/m2],0.197972,0.178078
3,0,-45,19,24,light_load [kWh/m2],0.018414,0.00707542
3,0,-45,19,24,primary [kWh/m2],0.117897,0.107844
3,0,-45,19,26,heat_load [kWh/m2],0.286246,0.234653
3,0,-45,19,26,cool_load [kWh/m2],0.27594,0.248618
3,0,-45,19,26,light_load [kWh/m2],0.018414,0.00707542
3,0,-45,19,26,primary [kWh/m2],0.136683,0.12525
3,0,-45,21,24,heat_load [kWh/m2],0.173077,0.151398
3,0,-45,21,24,cool_load [kWh/m2],0.197763,0.177972
3,0,-45,21,24,light_load [kWh/m2],0.018414,0.00707542
3,0,-45,21,24,primary [kWh/m2],0.105774,0.0966426
3,0,-45,21,26,heat_load [kWh/m2],0.256881,0.224167
3,0,-45,21,26,cool_load [kWh/m2],0.276085,0.248863
